Epoch,Loss,psnr,ssim,nqm
1,6299.2579957452435,32.70475387573242,0.8952271342277527,34.07912826538086
2,446.47838880233184,33.12816619873047,0.897720217704773,35.409603118896484
3,422.80655943892384,32.99665069580078,0.8991379737854004,35.10384750366211
4,413.4556904334148,33.64817810058594,0.9071418046951294,35.92548370361328
5,405.7992804141445,33.38612365722656,0.9042689204216003,35.1262321472168
6,402.1206051193121,33.59844970703125,0.9054843783378601,36.174461364746094
7,397.197114108719,33.42090606689453,0.9048967957496643,35.25098419189453
8,393.3103466004816,33.41049575805664,0.9047994613647461,35.38412094116211
9,391.98148559104396,33.81108474731445,0.9091277122497559,35.785194396972656
10,390.3375461258051,33.56785583496094,0.9068491458892822,35.93572235107422
11,388.64693100325024,33.80220031738281,0.9102356433868408,35.838890075683594
12,385.2976131526568,33.55241775512695,0.9075422883033752,35.49706268310547
13,386.701601590455,33.480926513671875,0.9041565656661987,35.463436126708984
14,385.96358540076335,32.93181610107422,0.8981750011444092,35.90810012817383
15,385.54000956993974,33.482704162597656,0.906014084815979,35.48054122924805
16,383.27549520012076,33.39924621582031,0.9053612351417542,35.72531509399414
17,383.232828271298,33.705299377441406,0.908290684223175,36.493873596191406
18,382.1119944798127,33.46201705932617,0.9054635167121887,35.86798858642578
19,379.87353322269354,33.51187515258789,0.9055699110031128,36.00918960571289
20,379.3452075754413,33.3709602355957,0.9044854044914246,35.69770050048828
21,380.13620218757455,33.675628662109375,0.9082562327384949,36.325809478759766
22,377.1960246311799,33.59354019165039,0.9084920287132263,35.88890075683594
23,377.9023601735821,33.6563606262207,0.9085135459899902,36.11839294433594
24,378.77536017730944,33.53152847290039,0.9075488448143005,35.799808502197266
25,375.7553599466804,33.61906433105469,0.9082780480384827,36.068145751953125
26,356.47857064982406,33.87989807128906,0.9113423824310303,36.35945129394531
27,354.3166458828759,33.91839599609375,0.9114464521408081,36.532588958740234
28,353.25736300635884,33.90532684326172,0.9117099642753601,36.44415283203125
29,352.3559423781533,33.844139099121094,0.9112212657928467,36.13822555541992
30,352.09295940835966,33.93199920654297,0.9121376872062683,36.35305404663086
31,351.63912924264224,33.91814041137695,0.9121298789978027,36.34458541870117
32,351.5646590254689,33.86561965942383,0.9112265110015869,36.227317810058594
33,351.08749774030144,33.85581588745117,0.9120497703552246,36.22184753417969
34,351.0296220269822,33.963844299316406,0.9126006364822388,36.49434280395508
35,350.32096414347643,33.913936614990234,0.9123865365982056,36.242225646972656
36,350.2734578838785,33.9697151184082,0.9127348065376282,36.418209075927734
37,349.8112481736045,33.76542663574219,0.9109933972358704,36.15113067626953
38,349.7390591803398,33.98306655883789,0.9124603867530823,36.57472610473633
39,349.7440495381828,33.831478118896484,0.9108204245567322,36.30535125732422
40,349.3581910111522,33.755001068115234,0.9106104373931885,36.053382873535156
41,349.2517738749963,33.85547637939453,0.9119129776954651,35.98229217529297
42,349.1977392531533,33.91291427612305,0.91157466173172,36.50260925292969
43,349.34852568648245,33.93318176269531,0.9123252034187317,36.30546569824219
44,348.8646880754078,34.10004425048828,0.9147486686706543,36.47939682006836
45,348.9192074258819,33.81452178955078,0.9108884930610657,36.38581848144531
46,348.8099345782331,33.88804626464844,0.9116970300674438,36.31990051269531
47,348.7062196105491,33.757938385009766,0.9112906455993652,35.707923889160156
48,348.8226194192435,34.03180694580078,0.9133811593055725,36.55246353149414
49,348.366822547039,33.74214172363281,0.9104646444320679,36.08700180053711
50,348.070105108596,33.78996276855469,0.9107319116592407,36.11273956298828
51,344.8063952962861,33.949947357177734,0.9125530123710632,36.396644592285156
52,344.6105233694761,33.96821975708008,0.9127544164657593,36.46513366699219
53,344.4698494947594,33.898189544677734,0.9121315479278564,36.24562454223633
54,344.3747780253869,33.94488525390625,0.9125200510025024,36.4267463684082
55,344.34457990340604,33.97284698486328,0.9127305746078491,36.53108215332031
56,344.2867044463412,33.976646423339844,0.9127529859542847,36.50425720214844
57,344.2205603097231,33.958770751953125,0.912571907043457,36.478118896484375
58,344.1676280130867,33.94551467895508,0.9123700261116028,36.471248626708984
59,344.1170912531496,33.978187561035156,0.912770688533783,36.473472595214844
60,344.1143017601421,33.94527816772461,0.912678062915802,36.39139938354492
61,344.0705808566727,33.94231414794922,0.912503719329834,36.39400100708008
62,344.0231234717915,34.007286071777344,0.9132136106491089,36.513938903808594
63,343.9547607305396,33.951107025146484,0.9124857187271118,36.46138381958008
64,343.91295133401417,33.98066711425781,0.9129713177680969,36.4986457824707
65,343.80689269786575,33.99910354614258,0.9132542014122009,36.42628479003906
66,343.8185860786729,33.96182632446289,0.9129695892333984,36.2661247253418
67,343.7241614538295,33.94712829589844,0.9125871062278748,36.40468215942383
68,343.74916864060265,33.954097747802734,0.9126001596450806,36.51023864746094
69,343.762286062459,33.99612045288086,0.9129928350448608,36.57168197631836
70,343.751263322903,34.01181411743164,0.9132463335990906,36.52178192138672
71,343.68354749606766,34.024208068847656,0.9132612347602844,36.567745208740234
72,343.6994533742657,33.94556427001953,0.9124410152435303,36.5084114074707
73,343.60172548949265,33.976261138916016,0.9128832221031189,36.52640914916992
74,343.5221906705667,34.08004379272461,0.9138307571411133,36.695762634277344
75,343.5082843110762,33.9552116394043,0.9128249883651733,36.350738525390625
76,343.07862614056535,34.00387954711914,0.9130957126617432,36.526161193847656
77,343.0674107558855,33.94408416748047,0.9125028848648071,36.429443359375
78,343.02602866369347,34.005348205566406,0.9131460189819336,36.51170349121094
79,342.9905986057893,33.989898681640625,0.9129612445831299,36.4844856262207
80,343.0596643928353,34.011905670166016,0.9132105112075806,36.524513244628906
81,343.00059353195076,34.00482940673828,0.9131189584732056,36.54175567626953
82,343.0073541655795,33.996524810791016,0.9130720496177673,36.50234603881836
83,343.0267936881262,33.99594497680664,0.9129533171653748,36.5446662902832
84,343.02482657396155,34.00556182861328,0.9130768775939941,36.550777435302734
85,342.9750760260429,33.99417495727539,0.9130210876464844,36.506290435791016
86,342.9970007277627,34.0029296875,0.913054883480072,36.540679931640625
87,343.00650201462605,33.98719024658203,0.9129692316055298,36.492591857910156
88,343.0001443644516,33.969661712646484,0.9127733707427979,36.45969009399414
89,343.02733840359986,34.014923095703125,0.9132084846496582,36.54991149902344
90,342.99426171688634,33.98723602294922,0.9129576683044434,36.48300552368164
91,342.956759259173,33.97000503540039,0.9127868413925171,36.44024658203125
92,342.9693791396745,33.9748420715332,0.9127894639968872,36.46968078613281
93,342.9665707071319,33.977996826171875,0.9128542542457581,36.482757568359375
94,342.9812254228665,33.97869110107422,0.9128413200378418,36.49803161621094
95,343.002310693173,33.98074722290039,0.9129197001457214,36.46261215209961
96,342.96371561297934,33.956607818603516,0.9126120805740356,36.427005767822266
97,342.9423914086728,33.978172302246094,0.912880539894104,36.444496154785156
98,342.95440041345495,33.95520782470703,0.9126238226890564,36.42633056640625
99,342.9299883427511,33.95994567871094,0.912726640701294,36.417510986328125
100,342.91019777487253,34.02068328857422,0.913209855556488,36.5973014831543
